NUTS_ID,year,window,gdd,heat,frost,precip
PL427,2011,Apr-Aug,1578.316,11.274,4.964,365.622
PL427,2011,Mar-Jul,1208.023,10.702,23.49,301.353
PL427,2012,Apr-Aug,1493.63,25.154,7.413,342.18
PL427,2012,Mar-Jul,1155.361,15.415,17.622,270.739
PL427,2013,Apr-Aug,1570.079,28.676,9.599,309.147
PL427,2013,Mar-Jul,1169.076,16.283,38.846,285.854
PL427,2014,Apr-Aug,1569.839,48.612,4.749,301.94
PL427,2014,Mar-Jul,1247.698,39.483,13.604,258.856
PL427,2015,Apr-Aug,1534.793,69.479,5.253,174.284
PL427,2015,Mar-Jul,1061.256,17.637,16.455,209.212
PL427,2016,Apr-Aug,1601.466,19.37,4.136,303.259
PL427,2016,Mar-Jul,1233.657,15.109,15.853,261.259
PL427,2017,Apr-Aug,1467.1,4.722,6.314,446.639
PL427,2017,Mar-Jul,1109.736,3.347,13.081,404.157
PL427,2018,Apr-Aug,1888.555,53.751,1.099,180.639
PL427,2018,Mar-Jul,1425.988,21.364,23.523,204.121
PL427,2019,Apr-Aug,1704.963,76.214,8.428,178.859
PL427,2019,Mar-Jul,1291.326,59.195,15.204,190.024
PL427,2020,Apr-Aug,1513.441,35.882,8.648,213.187
PL427,2020,Mar-Jul,1076.157,4.756,21.062,183.847
PL427,2021,Apr-Aug,1499.542,32.693,7.775,219.793
PL427,2021,Mar-Jul,1167.724,31.775,20.339,187.375
PL427,2022,Apr-Aug,1616.824,76.986,6.25,193.173
PL427,2022,Mar-Jul,1145.728,40.767,30.248,158.266
PL427,2023,Apr-Aug,1524.004,20.239,6.236,284.079
PL427,2023,Mar-Jul,1164.297,12.788,21.3,210.029
PL427,2024,Apr-Aug,1758.328,28.851,4.617,315.911
PL427,2024,Mar-Jul,1397.043,18.337,11.903,293.406
PL428,1950,Apr-Aug,1488.868,8.754,1.781,258.226
PL428,1950,Mar-Jul,1109.863,6.293,14.902,245.098
PL428,1951,Apr-Aug,1395.194,7.071,5.017,245.45
PL428,1951,Mar-Jul,996.041,2.757,29.038,234.76
PL428,1952,Apr-Aug,1387.648,4.771,3.968,225.615
PL428,1952,Mar-Jul,1005.317,2.206,33.524,195.463
PL428,1953,Apr-Aug,1525.955,16.453,6.743,280.172
PL428,1953,Mar-Jul,1199.88,12.023,25.515,250.18
PL428,1954,Apr-Aug,1296.934,11.683,14.704,268.447
PL428,1954,Mar-Jul,952.717,10.65,36.293,234.321
PL428,1955,Apr-Aug,1295.381,2.476,10.468,261.798
PL428,1955,Mar-Jul,902.908,2.233,37.17,261.448
PL428,1956,Apr-Aug,1239.681,1.824,9.512,317.085
PL428,1956,Mar-Jul,948.782,1.824,33.452,254.835
PL428,1957,Apr-Aug,1319.271,13.978,12.191,238.444
PL428,1957,Mar-Jul,1013.668,13.978,29.184,233.482
PL428,1958,Apr-Aug,1297.46,4.565,13.414,358.016
PL428,1958,Mar-Jul,937.914,4.565,41.507,280.227
PL428,1959,Apr-Aug,1557.616,29.115,4.706,255.305
PL428,1959,Mar-Jul,1190.189,24.973,14.601,205.004
PL428,1960,Apr-Aug,1322.635,4.111,8.727,354.055
PL428,1960,Mar-Jul,975.862,1.606,26.659,270.027
PL428,1961,Apr-Aug,1330.637,6.509,3.515,363.92
PL428,1961,Mar-Jul,1057.913,6.506,8.422,324.77
PL428,1962,Apr-Aug,1155.524,1.642,2.352,334.889
PL428,1962,Mar-Jul,844.848,1.289,29.912,293.573
PL428,1963,Apr-Aug,1442.973,32.892,10.13,231.397
PL428,1963,Mar-Jul,1067.52,14.213,33.924,152.499
PL428,1964,Apr-Aug,1469.653,24.354,4.758,243.606
PL428,1964,Mar-Jul,1135.494,19.733,29.325,172.028
PL428,1965,Apr-Aug,1162.761,1.626,4.593,307.535
PL428,1965,Mar-Jul,857.944,1.581,26.123,294.537
PL428,1966,Apr-Aug,1412.353,6.379,4.137,380.686
PL428,1966,Mar-Jul,1062.195,3.815,15.768,331.6
PL428,1967,Apr-Aug,1392.846,4.546,7.909,267.159
PL428,1967,Mar-Jul,1059.42,3.361,9.716,268.454
PL428,1968,Apr-Aug,1402.054,18.205,6.923,243.623
PL428,1968,Mar-Jul,1076.979,17.699,19.806,247.963
PL428,1969,Apr-Aug,1380.904,23.461,7.425,270.867
PL428,1969,Mar-Jul,1017.641,16.475,37.013,193.69
PL428,1970,Apr-Aug,1323.295,7.424,9.626,246.527
PL428,1970,Mar-Jul,953.526,7.369,33.665,300.808
PL428,1971,Apr-Aug,1442.815,33.738,7.751,222.477
PL428,1971,Mar-Jul,1034.341,17.011,26.896,215.689
PL428,1972,Apr-Aug,1367.561,18.858,3.358,298.931
PL428,1972,Mar-Jul,1034.182,17.561,14.742,261.52
PL428,1973,Apr-Aug,1371.988,12.631,6.248,234.179
PL428,1973,Mar-Jul,1027.768,9.146,16.311,219.456
PL428,1974,Apr-Aug,1235.038,6.395,9.798,224.301
PL428,1974,Mar-Jul,874.326,0,25.638,201.904
PL428,1975,Apr-Aug,1432.353,21.809,8.014,207.555
PL428,1975,Mar-Jul,1005.259,6.669,22.697,197.745
PL428,1976,Apr-Aug,1358.414,14.328,9.201,147.277
PL428,1976,Mar-Jul,1017.031,13.267,32.34,150.109
PL428,1977,Apr-Aug,1284.321,4.093,8.953,294.718
PL428,1977,Mar-Jul,973.496,4.093,15.379,272.759
PL428,1978,Apr-Aug,1275.71,11.56,12.711,220.736
PL428,1978,Mar-Jul,958.814,7.953,25.266,133.463
PL428,1979,Apr-Aug,1362.954,10.95,4.753,271.479
PL428,1979,Mar-Jul,1008.659,10.241,22.112,275.316
PL428,1980,Apr-Aug,1190.843,1.633,11.133,366.514
PL428,1980,Mar-Jul,853.502,0.039,34.238,318.059
PL428,1981,Apr-Aug,1414.651,4.512,7.992,273.898
PL428,1981,Mar-Jul,1114.393,1.574,15.507,300.733
PL428,1982,Apr-Aug,1451.631,34.169,10.285,177.687
PL428,1982,Mar-Jul,1046.419,16.072,18.482,191.996
PL428,1983,Apr-Aug,1538.702,25.427,2.065,233.361
PL428,1983,Mar-Jul,1156.407,15.895,11.373,221.884
PL428,1984,Apr-Aug,1305.437,13.35,5.492,323.074
PL428,1984,Mar-Jul,918.36,10.79,27.54,291.658
PL428,1985,Apr-Aug,1371.522,6.866,4.337,225.648
PL428,1985,Mar-Jul,1011.238,5.232,22.001,199.654
PL428,1986,Apr-Aug,1402.348,16.639,6.261,290.413
PL428,1986,Mar-Jul,1058.1,7.863,21.122,278.426
PL428,1987,Apr-Aug,1195.874,4.815,3.038,350.062
PL428,1987,Mar-Jul,885.873,4.095,26.399,295.517
PL428,1988,Apr-Aug,1466.021,6.174,7.69,233.359
PL428,1988,Mar-Jul,1106.486,4.513,26.843,268.131
PL428,1989,Apr-Aug,1458.453,26.594,4.507,226.147
PL428,1989,Mar-Jul,1127.924,12.846,9.314,202.679
PL428,1990,Apr-Aug,1466.947,6.828,7.932,265.534
PL428,1990,Mar-Jul,1137.099,1.661,11.208,238.625
PL428,1991,Apr-Aug,1331.63,16.718,4.008,303.444
PL428,1991,Mar-Jul,960.01,9.03,13.995,274.478
PL428,1992,Apr-Aug,1652.136,68.128,4.716,192.682
PL428,1992,Mar-Jul,1231.486,33.507,13.073,188.282
PL428,1993,Apr-Aug,1445.349,7.816,6.982,329.814
PL428,1993,Mar-Jul,1143.409,4.487,24.133,288.982
PL428,1994,Apr-Aug,1567.775,95.445,3.886,182.968
PL428,1994,Mar-Jul,1188.513,75.277,12.539,209.125
PL428,1995,Apr-Aug,1484.07,33.778,6.018,327.98
PL428,1995,Mar-Jul,1072.539,21.213,24.068,296.464
PL428,1996,Apr-Aug,1351.469,9.098,10.488,348.926
PL428,1996,Mar-Jul,950.977,7.277,39.818,282.543
PL428,1997,Apr-Aug,1458.875,17.701,11.844,315.242
PL428,1997,Mar-Jul,1019.392,6.505,27.606,310.172
PL428,1998,Apr-Aug,1442.735,14.968,2.185,306.073
PL428,1998,Mar-Jul,1134.316,14.902,18.693,303.167
PL428,1999,Apr-Aug,1511.678,18.166,2.628,292.756
PL428,1999,Mar-Jul,1155.763,14.415,12.226,281.657
PL428,2000,Apr-Aug,1511.581,26.918,5.691,244.356
PL428,2000,Mar-Jul,1164.214,26.039,18.721,268.12
PL428,2001,Apr-Aug,1484.749,19.075,3.869,278.814
PL428,2001,Mar-Jul,1082.173,5.65,23.902,242.483
PL428,2002,Apr-Aug,1660.172,35.104,5,247.524
PL428,2002,Mar-Jul,1214.429,26.635,13.897,228.423
PL428,2003,Apr-Aug,1643.496,32.083,10.864,215.508
PL428,2003,Mar-Jul,1240.068,21.843,31.707,205.865
PL428,2004,Apr-Aug,1411.785,9.658,3.461,265.375
PL428,2004,Mar-Jul,1032.881,0.224,16.397,241.188
PL428,2005,Apr-Aug,1433.694,15.895,7.832,262.916
PL428,2005,Mar-Jul,1108.307,15.615,30.241,245.801
PL428,2006,Apr-Aug,1614.866,52.793,2.375,273.01
PL428,2006,Mar-Jul,1257.056,52.332,28.21,174.629
PL428,2007,Apr-Aug,1620.849,22.268,4.565,406.948
PL428,2007,Mar-Jul,1273.827,20.501,6.647,400.992
PL428,2008,Apr-Aug,1529.399,23.777,2.76,262.013
PL428,2008,Mar-Jul,1154.814,17.293,14.181,257.532
PL428,2009,Apr-Aug,1565.9,7.87,2.453,281.53
PL428,2009,Mar-Jul,1148.744,3.131,12.32,287.859
PL428,2010,Apr-Aug,1505.501,49.885,4.442,394.236
PL428,2010,Mar-Jul,1148.502,48.235,19.285,249.96
PL428,2011,Apr-Aug,1604.761,11.013,2.701,367.732
PL428,2011,Mar-Jul,1227.698,10.186,19.825,330.52
PL428,2012,Apr-Aug,1508.703,23.411,5.466,292.174
PL428,2012,Mar-Jul,1163.781,13.141,14.956,237.854
PL428,2013,Apr-Aug,1596.173,27.328,7.863,285.857
PL428,2013,Mar-Jul,1181.886,14.919,36.9,268.881
PL428,2014,Apr-Aug,1589.105,39.839,1.745,304.323
PL428,2014,Mar-Jul,1260.726,31.966,8.669,248.193
PL428,2015,Apr-Aug,1547.492,61.222,4.699,189.532
PL428,2015,Mar-Jul,1087.605,18.257,14.994,217.183
PL428,2016,Apr-Aug,1627.124,22.495,4.439,267.749
PL428,2016,Mar-Jul,1249.94,15.715,16.993,239.06
PL428,2017,Apr-Aug,1511.455,5.983,5.691,454.816
PL428,2017,Mar-Jul,1150.657,4.227,12.038,443.168
PL428,2018,Apr-Aug,1893.745,60.48,0.573,173.286
PL428,2018,Mar-Jul,1425.091,24.946,21.67,193.922
PL428,2019,Apr-Aug,1723.132,74.69,7.685,192.76
PL428,2019,Mar-Jul,1310.688,54.047,13.666,205.397
PL428,2020,Apr-Aug,1553.107,43.293,8.792,167.158
PL428,2020,Mar-Jul,1111.244,6.425,21.677,136.789
PL428,2021,Apr-Aug,1525.885,36.045,5.886,239.112
PL428,2021,Mar-Jul,1188.096,35.071,18.238,204.791
PL428,2022,Apr-Aug,1636.02,73.49,6.757,193.278
PL428,2022,Mar-Jul,1174.22,39.732,29.197,150.184
PL428,2023,Apr-Aug,1542.106,18.671,7.038,249.911
PL428,2023,Mar-Jul,1183.04,12.55,21.005,183.22
PL428,2024,Apr-Aug,1775,29.291,3.527,282.043
PL428,2024,Mar-Jul,1413.946,16.493,10.254,263.059
PL431,1950,Apr-Aug,1581.824,22.076,1.716,248.115
PL431,1950,Mar-Jul,1196.596,13.892,14.891,240.475
PL431,1951,Apr-Aug,1533.686,15.804,5.585,248.935
PL431,1951,Mar-Jul,1111.011,6.95,29.118,214.517
PL431,1952,Apr-Aug,1545.979,24.195,3.819,236.168
PL431,1952,Mar-Jul,1132.08,8.982,32.708,182.568
PL431,1953,Apr-Aug,1652.456,29.366,6.139,314.703
PL431,1953,Mar-Jul,1327.339,22.68,24.84,295.083
PL431,1954,Apr-Aug,1442.699,21.128,11.907,267.203
PL431,1954,Mar-Jul,1078.164,14.546,31.348,234.607
PL431,1955,Apr-Aug,1383.104,6.723,8.422,317.779
PL431,1955,Mar-Jul,990.758,5.776,33.809,273.063
PL431,1956,Apr-Aug,1303.599,3.217,8.814,304.599
PL431,1956,Mar-Jul,1003.521,3.217,30.013,255.964
PL431,1957,Apr-Aug,1421.556,30.69,12.236,290.177
PL431,1957,Mar-Jul,1130.315,30.69,28.581,279.698
PL431,1958,Apr-Aug,1392.388,8.967,10.498,321.84
PL431,1958,Mar-Jul,1019.614,8.893,37.867,287.323
PL431,1959,Apr-Aug,1661.548,42.2,3.662,253.263
PL431,1959,Mar-Jul,1306.791,35.109,12.535,224.162
PL431,1960,Apr-Aug,1419.873,11.513,8.676,234.866
PL431,1960,Mar-Jul,1062.955,2.728,23.893,195.365
PL431,1961,Apr-Aug,1413.687,13.314,2.04,346.643
PL431,1961,Mar-Jul,1133.224,12.71,7.29,338.897
PL431,1962,Apr-Aug,1272.955,7.483,2.743,285.448
PL431,1962,Mar-Jul,941.705,5.584,29.971,254.457
PL431,1963,Apr-Aug,1582.471,55.779,10.334,224.481
PL431,1963,Mar-Jul,1199.357,26.221,32.985,160.136
PL431,1964,Apr-Aug,1569.338,49.633,4.021,311.354
PL431,1964,Mar-Jul,1225.554,41.186,26.815,189.144
PL431,1965,Apr-Aug,1260.482,8.202,4.993,331.327
PL431,1965,Mar-Jul,947.394,5.418,26.791,345.88
PL431,1966,Apr-Aug,1500.696,14.784,3.221,328.484
PL431,1966,Mar-Jul,1142.334,8.372,14.801,297.383
PL431,1967,Apr-Aug,1471.439,15.728,7.696,310.437
PL431,1967,Mar-Jul,1143.808,11.552,10.969,285.12
PL431,1968,Apr-Aug,1495.122,37.381,8.707,241.978
PL431,1968,Mar-Jul,1159.747,34.767,20.994,228.173
PL431,1969,Apr-Aug,1504.173,43.674,8.936,306.842
PL431,1969,Mar-Jul,1132.985,33.093,36.864,252.91
PL431,1970,Apr-Aug,1439.46,15.712,9.242,215.738
PL431,1970,Mar-Jul,1051.509,15.165,33.915,264.412
PL431,1971,Apr-Aug,1583.895,60.712,7.295,231.39
PL431,1971,Mar-Jul,1153.006,27.853,25.332,235.024
PL431,1972,Apr-Aug,1463.323,46.321,3.359,283.753
PL431,1972,Mar-Jul,1138.947,39.944,14.413,236.749
PL431,1973,Apr-Aug,1433.352,21.43,9.49,294.59
PL431,1973,Mar-Jul,1076.286,15.66,21.136,274.396
PL431,1974,Apr-Aug,1334.141,14.111,12.488,330.951
PL431,1974,Mar-Jul,976.084,0,28.425,248.65
PL431,1975,Apr-Aug,1562.398,36.678,9.471,226.833
PL431,1975,Mar-Jul,1130.983,14.793,25.13,211.606
PL431,1976,Apr-Aug,1449.115,28.105,10.771,189.017
PL431,1976,Mar-Jul,1112.12,27.562,33.795,179.485
PL431,1977,Apr-Aug,1383.994,7.408,10.396,353.45
PL431,1977,Mar-Jul,1075.684,7.401,17.455,308.265
PL431,1978,Apr-Aug,1345.92,18.793,15.386,242.361
PL431,1978,Mar-Jul,1032.787,15.542,30.302,160.946
PL431,1979,Apr-Aug,1466.306,22.325,5.951,210.193
PL431,1979,Mar-Jul,1101.646,17.914,22.126,241.559
PL431,1980,Apr-Aug,1262.552,3.412,14.255,318.94
PL431,1980,Mar-Jul,916.581,0.395,35.692,295.102
PL431,1981,Apr-Aug,1472.008,9.258,9.96,315.882
PL431,1981,Mar-Jul,1173.407,5.703,16.552,345.74
PL431,1982,Apr-Aug,1562.629,52.171,11.386,157.151
PL431,1982,Mar-Jul,1150.835,30.369,19.866,175.766
PL431,1983,Apr-Aug,1662.222,49.511,2.181,252.68
PL431,1983,Mar-Jul,1273.596,36.198,10.495,207.244
PL431,1984,Apr-Aug,1367.746,18.892,4.38,312.582
PL431,1984,Mar-Jul,981.359,15.2,25.588,277.576
PL431,1985,Apr-Aug,1470.864,13.208,3.322,187.567
PL431,1985,Mar-Jul,1104.278,6.778,17.094,159.302
PL431,1986,Apr-Aug,1503.714,30.182,5.377,291.266
PL431,1986,Mar-Jul,1145.073,17.148,19.741,268.047
PL431,1987,Apr-Aug,1297.114,8.639,2.428,361.157
PL431,1987,Mar-Jul,980.169,6.684,26.067,308.144
PL431,1988,Apr-Aug,1548.712,14.044,8.022,241.871
PL431,1988,Mar-Jul,1176.538,9.43,27.506,257.612
PL431,1989,Apr-Aug,1572.952,41.886,5.035,192.949
PL431,1989,Mar-Jul,1218.756,16.844,12.553,181.929
PL431,1990,Apr-Aug,1529.64,22.328,7.428,268.784
PL431,1990,Mar-Jul,1196.868,6.186,11.106,231.698
PL431,1991,Apr-Aug,1429.633,32.045,4.927,230.953
PL431,1991,Mar-Jul,1048.357,17.409,13.247,216.176
PL431,1992,Apr-Aug,1788.608,95.932,4.869,152.73
PL431,1992,Mar-Jul,1332.605,42.843,15.737,173.148
PL431,1993,Apr-Aug,1532.772,12.122,8.685,289.155
PL431,1993,Mar-Jul,1218.541,6.409,27.845,267.733
PL431,1994,Apr-Aug,1647.12,116.571,5.249,263.291
PL431,1994,Mar-Jul,1271.114,90.758,14.211,269.357
PL431,1995,Apr-Aug,1584.217,56.959,7.058,332.264
PL431,1995,Mar-Jul,1160.639,37.981,26.65,288.614
PL431,1996,Apr-Aug,1438.161,15.939,9.396,365.95
PL431,1996,Mar-Jul,1035.938,13.669,39.019,303.344
PL431,1997,Apr-Aug,1536.801,27.78,11.428,344.725
PL431,1997,Mar-Jul,1105.908,9.311,26.559,308.784
PL431,1998,Apr-Aug,1578.919,31.643,1.419,282.641
PL431,1998,Mar-Jul,1249.682,31.138,17.203,276.873
PL431,1999,Apr-Aug,1615.381,31.078,2.079,243.703
PL431,1999,Mar-Jul,1253.267,22.399,11.851,255.408
PL431,2000,Apr-Aug,1656,44.306,4.821,244.177
PL431,2000,Mar-Jul,1281.206,39.03,17.24,281.933
PL431,2001,Apr-Aug,1594.439,35.449,3.863,249.252
PL431,2001,Mar-Jul,1176.31,13.421,22.835,229.572
PL431,2002,Apr-Aug,1768.032,52.95,6.098,252.569
PL431,2002,Mar-Jul,1319.094,39.941,15.4,210.918
PL431,2003,Apr-Aug,1765.919,54.321,11.072,193.976
PL431,2003,Mar-Jul,1342.823,31.985,30.556,194.205
PL431,2004,Apr-Aug,1524.377,21.923,3.779,253.781
PL431,2004,Mar-Jul,1131.707,4.202,16.045,223.458
PL431,2005,Apr-Aug,1533.961,29.874,7.815,307.177
PL431,2005,Mar-Jul,1201.147,29.382,30.565,268.381
PL431,2006,Apr-Aug,1740.947,107.718,3.401,221.244
PL431,2006,Mar-Jul,1379.979,106.753,27.92,163.794
PL431,2007,Apr-Aug,1732.526,42.937,4.698,331.468
PL431,2007,Mar-Jul,1377.832,39.044,8.772,337.951
PL431,2008,Apr-Aug,1653.166,43.764,1.536,263.716
PL431,2008,Mar-Jul,1270.596,34.659,12.516,231.307
PL431,2009,Apr-Aug,1668.754,18.054,2.421,288.176
PL431,2009,Mar-Jul,1243.258,8.257,10.497,310.711
PL431,2010,Apr-Aug,1634.783,80.3,4.835,362.232
PL431,2010,Mar-Jul,1275.828,74.496,19.301,236.261
PL431,2011,Apr-Aug,1732.362,22.358,2.805,296.208
PL431,2011,Mar-Jul,1344.399,19.496,19.816,282.274
PL431,2012,Apr-Aug,1631.615,43.347,5.571,379.59
PL431,2012,Mar-Jul,1287.478,28.09,14.37,307.965
PL431,2013,Apr-Aug,1706.984,49.132,8.197,284.514
PL431,2013,Mar-Jul,1276.102,30.631,37.771,270.138
PL431,2014,Apr-Aug,1682.222,63.446,1.862,314.094
PL431,2014,Mar-Jul,1358.525,53.848,11.898,272.69
PL431,2015,Apr-Aug,1680.745,111.899,6.943,164.8
PL431,2015,Mar-Jul,1185.221,34.495,17.952,188.989
PL431,2016,Apr-Aug,1700.333,34.446,3.826,260.679
PL431,2016,Mar-Jul,1316.694,24.808,15.277,237.161
PL431,2017,Apr-Aug,1604.181,16.319,4.428,437.51
PL431,2017,Mar-Jul,1239.773,11.681,10.017,399.381
PL431,2018,Apr-Aug,2033.143,102.393,0.309,171.614
PL431,2018,Mar-Jul,1540.397,47.996,19.535,194.462
PL431,2019,Apr-Aug,1853.044,115.99,6.836,191.693
PL431,2019,Mar-Jul,1425.896,90.694,12.34,208.306
PL431,2020,Apr-Aug,1690.952,59.324,5.627,200.494
PL431,2020,Mar-Jul,1235.205,15.177,18.682,169.491
PL431,2021,Apr-Aug,1610.374,44.319,6.298,272.388
PL431,2021,Mar-Jul,1260.532,41.965,18.963,215.199
PL431,2022,Apr-Aug,1786.857,115.869,5.201,167.993
PL431,2022,Mar-Jul,1307.401,66.137,29.08,135.032
PL431,2023,Apr-Aug,1665.957,46.848,5.415,290.731
PL431,2023,Mar-Jul,1286.268,30.724,19.291,250.18
PL431,2024,Apr-Aug,1904.716,58.603,3.296,292.027
PL431,2024,Mar-Jul,1520.955,33.366,10.973,281.115
PL432,1950,Apr-Aug,1625.394,33.285,1.252,264.146
PL432,1950,Mar-Jul,1237.073,21.545,15.598,255.384
PL432,1951,Apr-Aug,1559.567,21.176,6.033,265.769
PL432,1951,Mar-Jul,1135.252,9.17,26.689,226.508
PL432,1952,Apr-Aug,1612.351,42.904,4.114,254.889
PL432,1952,Mar-Jul,1179.905,18.625,32.235,195.545
PL432,1953,Apr-Aug,1679.022,38.971,6.368,267.296
PL432,1953,Mar-Jul,1354.215,31.388,25.856,253.276
PL432,1954,Apr-Aug,1455.495,21.098,8.13,309.439
PL432,1954,Mar-Jul,1084.342,12.026,25.333,278.268
PL432,1955,Apr-Aug,1403.743,8.549,7.183,367.54
PL432,1955,Mar-Jul,1019.941,7.207,31.37,306.729
PL432,1956,Apr-Aug,1325.992,4.529,8.482,331.159
PL432,1956,Mar-Jul,1018.219,4.529,29.381,291.823
PL432,1957,Apr-Aug,1469.699,39.599,10.469,335.131
PL432,1957,Mar-Jul,1183.617,39.449,24.863,307.7
PL432,1958,Apr-Aug,1457.233,12.246,9.735,357.765
PL432,1958,Mar-Jul,1074.7,11.543,37.468,328.069
PL432,1959,Apr-Aug,1685.421,43.894,2.804,270.091
PL432,1959,Mar-Jul,1342.113,35.947,11.361,244.803
PL432,1960,Apr-Aug,1455.482,15.481,7.211,259.447
PL432,1960,Mar-Jul,1096.451,2.917,20.879,226.245
PL432,1961,Apr-Aug,1461.485,17.935,1.212,350.458
PL432,1961,Mar-Jul,1178.211,15.178,6.785,342.621
PL432,1962,Apr-Aug,1348.819,16.345,2.715,280.281
PL432,1962,Mar-Jul,1000.065,12.207,28.914,224.246
PL432,1963,Apr-Aug,1614.05,65.404,8.318,259.366
PL432,1963,Mar-Jul,1231.482,34.298,29.998,200.712
PL432,1964,Apr-Aug,1620.004,60.481,3.098,315.914
PL432,1964,Mar-Jul,1275.534,51.293,25.194,164.843
PL432,1965,Apr-Aug,1310.148,13.209,2.935,331.993
PL432,1965,Mar-Jul,991.797,7.695,23.219,350.156
PL432,1966,Apr-Aug,1541.358,17.863,2.193,316.98
PL432,1966,Mar-Jul,1182.944,8.615,14.212,280.842
PL432,1967,Apr-Aug,1514.392,25.84,5.8,322.284
PL432,1967,Mar-Jul,1186.528,20.654,9.167,278.163
PL432,1968,Apr-Aug,1520.737,29.765,8.964,290.456
PL432,1968,Mar-Jul,1197.318,28.816,20.24,238.743
PL432,1969,Apr-Aug,1536.53,41.979,10.024,310.189
PL432,1969,Mar-Jul,1168.016,31.845,38.773,259.582
PL432,1970,Apr-Aug,1478.437,18.016,8.734,232.551
PL432,1970,Mar-Jul,1086.151,17.007,32.931,257.627
PL432,1971,Apr-Aug,1604.97,66.469,5.794,269.203
PL432,1971,Mar-Jul,1178.656,31.052,22.48,264.105
PL432,1972,Apr-Aug,1505.449,51.603,2.86,264.679
PL432,1972,Mar-Jul,1184.492,41.45,11.964,253.921
PL432,1973,Apr-Aug,1462.151,24.798,9.039,300.671
PL432,1973,Mar-Jul,1096.644,17.514,20.756,295.647
PL432,1974,Apr-Aug,1365.779,19.635,8.642,324.836
PL432,1974,Mar-Jul,1012.452,0,21.492,246.775
PL432,1975,Apr-Aug,1587.642,35.565,5.761,226.666
PL432,1975,Mar-Jul,1162.79,13.846,18.951,203.453
PL432,1976,Apr-Aug,1494.323,34.409,8.021,183.695
PL432,1976,Mar-Jul,1158.575,34.087,31.039,161.993
PL432,1977,Apr-Aug,1407.593,7.473,9.712,404.718
PL432,1977,Mar-Jul,1112.463,7.464,15.66,322.339
PL432,1978,Apr-Aug,1341.78,14.978,11.373,281.7
PL432,1978,Mar-Jul,1037.613,12.077,24.124,196.37
PL432,1979,Apr-Aug,1491.761,27.266,5,185.798
PL432,1979,Mar-Jul,1129.32,21.83,18.693,208.273
PL432,1980,Apr-Aug,1268.027,5.283,8.281,348.594
PL432,1980,Mar-Jul,923.399,1.958,29.511,310.682
PL432,1981,Apr-Aug,1470.555,11.053,10.136,398.412
PL432,1981,Mar-Jul,1184.081,7.615,17.452,429.926
PL432,1982,Apr-Aug,1588.864,47.936,11.218,162.203
PL432,1982,Mar-Jul,1180.107,31.941,20.442,178.733
PL432,1983,Apr-Aug,1700.01,58.798,2.289,302.155
PL432,1983,Mar-Jul,1313.875,44.744,12.149,230.026
PL432,1984,Apr-Aug,1366.366,22.913,5.046,317.435
PL432,1984,Mar-Jul,980.6,17.682,27.285,247.537
PL432,1985,Apr-Aug,1495.188,16.959,3.438,257.678
PL432,1985,Mar-Jul,1128.918,8.027,17.029,220.087
PL432,1986,Apr-Aug,1540.647,32.128,5.559,318.828
PL432,1986,Mar-Jul,1182.932,20.457,18.419,286.253
PL432,1987,Apr-Aug,1328.461,9.244,1.955,364.976
PL432,1987,Mar-Jul,1010.111,7.365,26.031,283.653
PL432,1988,Apr-Aug,1568.114,19.93,8.002,250.049
PL432,1988,Mar-Jul,1190.436,13.69,28.271,270.726
PL432,1989,Apr-Aug,1593.435,40.886,4.052,200.155
PL432,1989,Mar-Jul,1239.783,14.363,12.363,178.128
PL432,1990,Apr-Aug,1560.803,35.71,6.858,225.297
PL432,1990,Mar-Jul,1220.176,10.21,9.184,183.852
PL432,1991,Apr-Aug,1448.014,35.309,5.769,227.767
PL432,1991,Mar-Jul,1078.437,20.498,14.291,221.525
PL432,1992,Apr-Aug,1818.409,101.149,4.329,149.501
PL432,1992,Mar-Jul,1344.664,39.087,16.811,189.427
PL432,1993,Apr-Aug,1566.099,12.182,6.677,366.141
PL432,1993,Mar-Jul,1248.584,5.199,25.826,311.573
PL432,1994,Apr-Aug,1688.272,123.797,5.444,279.527
PL432,1994,Mar-Jul,1312.164,94.686,13.183,262.979
PL432,1995,Apr-Aug,1614.773,58.032,5.589,342.232
PL432,1995,Mar-Jul,1189.969,39.21,24.841,282.15
PL432,1996,Apr-Aug,1463.276,16.83,9.228,364.878
PL432,1996,Mar-Jul,1063.613,15.173,38.458,322.5
PL432,1997,Apr-Aug,1552.495,21.672,10.877,393.03
PL432,1997,Mar-Jul,1129.453,7.119,26.201,346.004
PL432,1998,Apr-Aug,1607.24,33.286,0.935,314.01
PL432,1998,Mar-Jul,1275.848,30.896,17.136,289.675
PL432,1999,Apr-Aug,1645.022,23.805,2.058,248.522
PL432,1999,Mar-Jul,1279.478,18.242,12.051,276.727
PL432,2000,Apr-Aug,1718.43,52.87,3.076,270.929
PL432,2000,Mar-Jul,1323.708,40.069,14.728,290.707
PL432,2001,Apr-Aug,1625.043,33.297,4.563,276.38
PL432,2001,Mar-Jul,1197.324,9.698,21.816,286.691
PL432,2002,Apr-Aug,1804.735,45.63,5.45,318.828
PL432,2002,Mar-Jul,1358.055,36.837,16.353,232.912
PL432,2003,Apr-Aug,1834.001,72.326,10.196,175.09
PL432,2003,Mar-Jul,1394.466,40.767,28.403,186.929
PL432,2004,Apr-Aug,1567.852,28.471,2.055,251.685
PL432,2004,Mar-Jul,1169.505,8.377,16.457,223.811
