Domain,Area,Element,Item,Year,Unit,Value
"Crops and livestock products","Switzerland","Yield","Wheat","1969","kg/ha","3526"
"Crops and livestock products","Switzerland","Production","Wheat","1969","t","378900"
"Crops and livestock products","Switzerland","Area harvested","Wheat","1970","ha","97520"
"Crops and livestock products","Switzerland","Yield","Wheat","1970","kg/ha","3566.4"
"Crops and livestock products","Switzerland","Production","Wheat","1970","t","347800"
"Crops and livestock products","Switzerland","Area harvested","Wheat","1971","ha","94930"
"Crops and livestock products","Switzerland","Yield","Wheat","1971","kg/ha","3981.9"
"Crops and livestock products","Switzerland","Production","Wheat","1971","t","378000"
"Crops and livestock products","Switzerland","Area harvested","Wheat","1972","ha","97500"
"Crops and livestock products","Switzerland","Yield","Wheat","1972","kg/ha","4202.1"
"Crops and livestock products","Switzerland","Production","Wheat","1972","t","409700"
"Crops and livestock products","Switzerland","Area harvested","Wheat","1973","ha","91170"
"Crops and livestock products","Switzerland","Yield","Wheat","1973","kg/ha","3785.2"
"Crops and livestock products","Switzerland","Production","Wheat","1973","t","345100"
"Crops and livestock products","Switzerland","Area harvested","Wheat","1974","ha","88720"
"Crops and livestock products","Switzerland","Yield","Wheat","1974","kg/ha","4637.1"
"Crops and livestock products","Switzerland","Production","Wheat","1974","t","411400"
"Crops and livestock products","Switzerland","Area harvested","Wheat","1975","ha","89788"
"Crops and livestock products","Switzerland","Yield","Wheat","1975","kg/ha","3959.3"
"Crops and livestock products","Switzerland","Production","Wheat","1975","t","355500"
"Crops and livestock products","Switzerland","Area harvested","Wheat","1976","ha","90990"
"Crops and livestock products","Switzerland","Yield","Wheat","1976","kg/ha","4391.7"
"Crops and livestock products","Switzerland","Production","Wheat","1976","t","399600"
"Crops and livestock products","Switzerland","Area harvested","Wheat","1977","ha","89280"
"Crops and livestock products","Switzerland","Yield","Wheat","1977","kg/ha","3621.2"
"Crops and livestock products","Switzerland","Production","Wheat","1977","t","323300"
"Crops and livestock products","Switzerland","Area harvested","Wheat","1978","ha","88860"
"Crops and livestock products","Switzerland","Yield","Wheat","1978","kg/ha","4589.2"
"Crops and livestock products","Switzerland","Production","Wheat","1978","t","407800"
"Crops and livestock products","Switzerland","Area harvested","Wheat","1979","ha","86040"
"Crops and livestock products","Switzerland","Yield","Wheat","1979","kg/ha","4914"
"Crops and livestock products","Switzerland","Production","Wheat","1979","t","422800"
"Crops and livestock products","Switzerland","Area harvested","Wheat","1980","ha","90400"
"Crops and livestock products","Switzerland","Yield","Wheat","1980","kg/ha","4362.8"
"Crops and livestock products","Switzerland","Production","Wheat","1980","t","394400"
"Crops and livestock products","Switzerland","Area harvested","Wheat","1981","ha","86880"
"Crops and livestock products","Switzerland","Yield","Wheat","1981","kg/ha","4703"
"Crops and livestock products","Switzerland","Production","Wheat","1981","t","408600"
"Crops and livestock products","Switzerland","Area harvested","Wheat","1982","ha","88330"
"Crops and livestock products","Switzerland","Yield","Wheat","1982","kg/ha","4915.7"
"Crops and livestock products","Switzerland","Production","Wheat","1982","t","434200"
"Crops and livestock products","Switzerland","Area harvested","Wheat","1983","ha","91080"
"Crops and livestock products","Switzerland","Yield","Wheat","1983","kg/ha","4892.4"
"Crops and livestock products","Switzerland","Production","Wheat","1983","t","445600"
"Crops and livestock products","Switzerland","Area harvested","Wheat","1984","ha","95300"
"Crops and livestock products","Switzerland","Yield","Wheat","1984","kg/ha","6262.3"
"Crops and livestock products","Switzerland","Production","Wheat","1984","t","596800"
"Crops and livestock products","Switzerland","Area harvested","Wheat","1985","ha","96898"
"Crops and livestock products","Switzerland","Yield","Wheat","1985","kg/ha","5668.8"
"Crops and livestock products","Switzerland","Production","Wheat","1985","t","549300"
"Crops and livestock products","Switzerland","Area harvested","Wheat","1986","ha","96450"
"Crops and livestock products","Switzerland","Yield","Wheat","1986","kg/ha","5098"
"Crops and livestock products","Switzerland","Production","Wheat","1986","t","491700"
"Crops and livestock products","Switzerland","Area harvested","Wheat","1987","ha","95240"
"Crops and livestock products","Switzerland","Yield","Wheat","1987","kg/ha","4845.7"
"Crops and livestock products","Switzerland","Production","Wheat","1987","t","461500"
"Crops and livestock products","Switzerland","Area harvested","Wheat","1988","ha","93800"
"Crops and livestock products","Switzerland","Yield","Wheat","1988","kg/ha","6018.1"
"Crops and livestock products","Switzerland","Production","Wheat","1988","t","564500"
"Crops and livestock products","Switzerland","Area harvested","Wheat","1989","ha","98730"
"Crops and livestock products","Switzerland","Yield","Wheat","1989","kg/ha","6573.5"
"Crops and livestock products","Switzerland","Production","Wheat","1989","t","649000"
"Crops and livestock products","Switzerland","Area harvested","Wheat","1990","ha","99794"
"Crops and livestock products","Switzerland","Yield","Wheat","1990","kg/ha","5637.6"
"Crops and livestock products","Switzerland","Production","Wheat","1990","t","562600"
"Crops and livestock products","Switzerland","Area harvested","Wheat","1991","ha","98140"
"Crops and livestock products","Switzerland","Yield","Wheat","1991","kg/ha","5947.1"
"Crops and livestock products","Switzerland","Production","Wheat","1991","t","583651"
"Crops and livestock products","Switzerland","Area harvested","Wheat","1992","ha","97110"
"Crops and livestock products","Switzerland","Yield","Wheat","1992","kg/ha","5511.4"
"Crops and livestock products","Switzerland","Production","Wheat","1992","t","535209"
"Crops and livestock products","Switzerland","Area harvested","Wheat","1993","ha","96630"
"Crops and livestock products","Switzerland","Yield","Wheat","1993","kg/ha","5938.2"
"Crops and livestock products","Switzerland","Production","Wheat","1993","t","573811"
"Crops and livestock products","Switzerland","Area harvested","Wheat","1994","ha","103290"
"Crops and livestock products","Switzerland","Yield","Wheat","1994","kg/ha","5492.5"
"Crops and livestock products","Switzerland","Production","Wheat","1994","t","567322"
"Crops and livestock products","Switzerland","Area harvested","Wheat","1995","ha","102574"
"Crops and livestock products","Switzerland","Yield","Wheat","1995","kg/ha","5979.8"
"Crops and livestock products","Switzerland","Production","Wheat","1995","t","613368"
"Crops and livestock products","Switzerland","Area harvested","Wheat","1996","ha","100726"
"Crops and livestock products","Switzerland","Yield","Wheat","1996","kg/ha","6614.9"
"Crops and livestock products","Switzerland","Production","Wheat","1996","t","666291"
"Crops and livestock products","Switzerland","Area harvested","Wheat","1997","ha","97778"
"Crops and livestock products","Switzerland","Yield","Wheat","1997","kg/ha","5978.7"
"Crops and livestock products","Switzerland","Production","Wheat","1997","t","584588"
"Crops and livestock products","Switzerland","Area harvested","Wheat","1998","ha","97595"
"Crops and livestock products","Switzerland","Yield","Wheat","1998","kg/ha","6181.1"
"Crops and livestock products","Switzerland","Production","Wheat","1998","t","603242"
"Crops and livestock products","Switzerland","Area harvested","Wheat","1999","ha","94109"
"Crops and livestock products","Switzerland","Yield","Wheat","1999","kg/ha","5260.9"
"Crops and livestock products","Switzerland","Production","Wheat","1999","t","495094"
"Crops and livestock products","Switzerland","Area harvested","Wheat","2000","ha","95617"
"Crops and livestock products","Switzerland","Yield","Wheat","2000","kg/ha","5947.7"
"Crops and livestock products","Switzerland","Production","Wheat","2000","t","568700"
"Crops and livestock products","Switzerland","Area harvested","Wheat","2001","ha","91734"
"Crops and livestock products","Switzerland","Yield","Wheat","2001","kg/ha","5511.6"
"Crops and livestock products","Switzerland","Production","Wheat","2001","t","505600"
"Crops and livestock products","Switzerland","Area harvested","Wheat","2002","ha","91675"
"Crops and livestock products","Switzerland","Yield","Wheat","2002","kg/ha","5634"
"Crops and livestock products","Switzerland","Production","Wheat","2002","t","516500"
"Crops and livestock products","Switzerland","Area harvested","Wheat","2003","ha","86429"
"Crops and livestock products","Switzerland","Yield","Wheat","2003","kg/ha","5055"
"Crops and livestock products","Switzerland","Production","Wheat","2003","t","436900"
"Crops and livestock products","Switzerland","Area harvested","Wheat","2004","ha","88170"
"Crops and livestock products","Switzerland","Yield","Wheat","2004","kg/ha","6117.7"
"Crops and livestock products","Switzerland","Production","Wheat","2004","t","539400"
"Crops and livestock products","Switzerland","Area harvested","Wheat","2005","ha","92696"
"Crops and livestock products","Switzerland","Yield","Wheat","2005","kg/ha","5731.6"
"Crops and livestock products","Switzerland","Production","Wheat","2005","t","531300"
"Crops and livestock products","Switzerland","Area harvested","Wheat","2006","ha","93549"
"Crops and livestock products","Switzerland","Yield","Wheat","2006","kg/ha","5813"
"Crops and livestock products","Switzerland","Production","Wheat","2006","t","543800"
"Crops and livestock products","Switzerland","Area harvested","Wheat","2007","ha","90948"
"Crops and livestock products","Switzerland","Yield","Wheat","2007","kg/ha","5980.3"
"Crops and livestock products","Switzerland","Production","Wheat","2007","t","543900"
"Crops and livestock products","Switzerland","Area harvested","Wheat","2008","ha","91492"
"Crops and livestock products","Switzerland","Yield","Wheat","2008","kg/ha","6001.4"
"Crops and livestock products","Switzerland","Production","Wheat","2008","t","549084"
"Crops and livestock products","Switzerland","Area harvested","Wheat","2009","ha","91328"
"Crops and livestock products","Switzerland","Yield","Wheat","2009","kg/ha","6021.4"
"Crops and livestock products","Switzerland","Production","Wheat","2009","t","549919"
"Crops and livestock products","Switzerland","Area harvested","Wheat","2010","ha","91150"
"Crops and livestock products","Switzerland","Yield","Wheat","2010","kg/ha","5749"
"Crops and livestock products","Switzerland","Production","Wheat","2010","t","524017"
"Crops and livestock products","Switzerland","Area harvested","Wheat","2011","ha","87868"
"Crops and livestock products","Switzerland","Yield","Wheat","2011","kg/ha","6295.2"
"Crops and livestock products","Switzerland","Production","Wheat","2011","t","553150"
"Crops and livestock products","Switzerland","Area harvested","Wheat","2012","ha","89260"
"Crops and livestock products","Switzerland","Yield","Wheat","2012","kg/ha","5776.3"
"Crops and livestock products","Switzerland","Production","Wheat","2012","t","515595"
"Crops and livestock products","Switzerland","Area harvested","Wheat","2013","ha","89100"
"Crops and livestock products","Switzerland","Yield","Wheat","2013","kg/ha","5383.4"
"Crops and livestock products","Switzerland","Production","Wheat","2013","t","479659"
"Crops and livestock products","Switzerland","Area harvested","Wheat","2014","ha","86759"
"Crops and livestock products","Switzerland","Yield","Wheat","2014","kg/ha","6348.9"
"Crops and livestock products","Switzerland","Production","Wheat","2014","t","550826"
"Crops and livestock products","Switzerland","Area harvested","Wheat","2015","ha","88049"
"Crops and livestock products","Switzerland","Yield","Wheat","2015","kg/ha","5988.2"
"Crops and livestock products","Switzerland","Production","Wheat","2015","t","527257"
"Crops and livestock products","Switzerland","Area harvested","Wheat","2016","ha","88484"
"Crops and livestock products","Switzerland","Yield","Wheat","2016","kg/ha","4370.5"
"Crops and livestock products","Switzerland","Production","Wheat","2016","t","386720"
"Crops and livestock products","Switzerland","Area harvested","Wheat","2017","ha","87061"
"Crops and livestock products","Switzerland","Yield","Wheat","2017","kg/ha","6094"
"Crops and livestock products","Switzerland","Production","Wheat","2017","t","530552"
"Crops and livestock products","Switzerland","Area harvested","Wheat","2018","ha","87725"
"Crops and livestock products","Switzerland","Yield","Wheat","2018","kg/ha","5830.1"
"Crops and livestock products","Switzerland","Production","Wheat","2018","t","511446"
"Crops and livestock products","Switzerland","Area harvested","Wheat","2019","ha","86493"
"Crops and livestock products","Switzerland","Yield","Wheat","2019","kg/ha","5751.4"
"Crops and livestock products","Switzerland","Production","Wheat","2019","t","497459"
"Crops and livestock products","Switzerland","Area harvested","Wheat","2020","ha","85023"
"Crops and livestock products","Switzerland","Yield","Wheat","2020","kg/ha","6218.6"
"Crops and livestock products","Switzerland","Production","Wheat","2020","t","528720"
"Crops and livestock products","Switzerland","Area harvested","Wheat","2021","ha","89326"
"Crops and livestock products","Switzerland","Yield","Wheat","2021","kg/ha","5139.5"
"Crops and livestock products","Switzerland","Production","Wheat","2021","t","459090"
"Crops and livestock products","Switzerland","Area harvested","Wheat","2022","ha","89041"
"Crops and livestock products","Switzerland","Yield","Wheat","2022","kg/ha","5465.7"
"Crops and livestock products","Switzerland","Production","Wheat","2022","t","486667"
"Crops and livestock products","Switzerland","Area harvested","Wheat","2023","ha","87057"
"Crops and livestock products","Switzerland","Yield","Wheat","2023","kg/ha","5139.7"
"Crops and livestock products","Switzerland","Production","Wheat","2023","t","447449"
"Crops and livestock products","Switzerland","Area harvested","Wheat","2024","ha","84993"
"Crops and livestock products","Switzerland","Yield","Wheat","2024","kg/ha","3668.6"
"Crops and livestock products","Switzerland","Production","Wheat","2024","t","311807"
"Crops and livestock products","Ukraine","Area harvested","Barley","1992","ha","3425286"
"Crops and livestock products","Ukraine","Yield","Barley","1992","kg/ha","2950.3"
"Crops and livestock products","Ukraine","Production","Barley","1992","t","10105721"
"Crops and livestock products","Ukraine","Area harvested","Barley","1993","ha","4215000"
"Crops and livestock products","Ukraine","Yield","Barley","1993","kg/ha","3214.7"
"Crops and livestock products","Ukraine","Production","Barley","1993","t","13550000"
"Crops and livestock products","Ukraine","Area harvested","Barley","1994","ha","5092000"
"Crops and livestock products","Ukraine","Yield","Barley","1994","kg/ha","2849.3"
"Crops and livestock products","Ukraine","Production","Barley","1994","t","14508700"
"Crops and livestock products","Ukraine","Area harvested","Barley","1995","ha","4413200"
"Crops and livestock products","Ukraine","Yield","Barley","1995","kg/ha","2182.8"
"Crops and livestock products","Ukraine","Production","Barley","1995","t","9633200"
"Crops and livestock products","Ukraine","Area harvested","Barley","1996","ha","3425300"
"Crops and livestock products","Ukraine","Yield","Barley","1996","kg/ha","1671.6"
"Crops and livestock products","Ukraine","Production","Barley","1996","t","5725600"
"Crops and livestock products","Ukraine","Area harvested","Barley","1997","ha","3704000"
"Crops and livestock products","Ukraine","Yield","Barley","1997","kg/ha","1999.8"
"Crops and livestock products","Ukraine","Production","Barley","1997","t","7407400"
"Crops and livestock products","Ukraine","Area harvested","Barley","1998","ha","3561600"
"Crops and livestock products","Ukraine","Yield","Barley","1998","kg/ha","1648"
"Crops and livestock products","Ukraine","Production","Barley","1998","t","5869500"
"Crops and livestock products","Ukraine","Area harvested","Barley","1999","ha","3475200"
"Crops and livestock products","Ukraine","Yield","Barley","1999","kg/ha","1848.7"
"Crops and livestock products","Ukraine","Production","Barley","1999","t","6424600"
"Crops and livestock products","Ukraine","Area harvested","Barley","2000","ha","3689100"
"Crops and livestock products","Ukraine","Yield","Barley","2000","kg/ha","1862.8"
"Crops and livestock products","Ukraine","Production","Barley","2000","t","6871900"
"Crops and livestock products","Ukraine","Area harvested","Barley","2001","ha","3920800"
"Crops and livestock products","Ukraine","Yield","Barley","2001","kg/ha","2597.9"
"Crops and livestock products","Ukraine","Production","Barley","2001","t","10185700"
"Crops and livestock products","Ukraine","Area harvested","Barley","2002","ha","4152700"
"Crops and livestock products","Ukraine","Yield","Barley","2002","kg/ha","2495.7"
"Crops and livestock products","Ukraine","Production","Barley","2002","t","10363800"
"Crops and livestock products","Ukraine","Area harvested","Barley","2003","ha","4600900"
"Crops and livestock products","Ukraine","Yield","Barley","2003","kg/ha","1485.2"
"Crops and livestock products","Ukraine","Production","Barley","2003","t","6833200"
"Crops and livestock products","Ukraine","Area harvested","Barley","2004","ha","4514700"
"Crops and livestock products","Ukraine","Yield","Barley","2004","kg/ha","2455.2"
"Crops and livestock products","Ukraine","Production","Barley","2004","t","11084400"
"Crops and livestock products","Ukraine","Area harvested","Barley","2005","ha","4350400"
"Crops and livestock products","Ukraine","Yield","Barley","2005","kg/ha","2063.1"
"Crops and livestock products","Ukraine","Production","Barley","2005","t","8975100"
"Crops and livestock products","Ukraine","Area harvested","Barley","2006","ha","5236200"
"Crops and livestock products","Ukraine","Yield","Barley","2006","kg/ha","2165.9"
"Crops and livestock products","Ukraine","Production","Barley","2006","t","11341200"
"Crops and livestock products","Ukraine","Area harvested","Barley","2007","ha","4088400"
"Crops and livestock products","Ukraine","Yield","Barley","2007","kg/ha","1462.9"
"Crops and livestock products","Ukraine","Production","Barley","2007","t","5980800"
"Crops and livestock products","Ukraine","Area harvested","Barley","2008","ha","4167200"
"Crops and livestock products","Ukraine","Yield","Barley","2008","kg/ha","3026.4"
"Crops and livestock products","Ukraine","Production","Barley","2008","t","12611500"
"Crops and livestock products","Ukraine","Area harvested","Barley","2009","ha","4993500"
"Crops and livestock products","Ukraine","Yield","Barley","2009","kg/ha","2369.7"
"Crops and livestock products","Ukraine","Production","Barley","2009","t","11833100"
"Crops and livestock products","Ukraine","Area harvested","Barley","2010","ha","4316900"
"Crops and livestock products","Ukraine","Yield","Barley","2010","kg/ha","1965.5"
"Crops and livestock products","Ukraine","Production","Barley","2010","t","8484900"
"Crops and livestock products","Ukraine","Area harvested","Barley","2011","ha","3684200"
"Crops and livestock products","Ukraine","Yield","Barley","2011","kg/ha","2469.4"
"Crops and livestock products","Ukraine","Production","Barley","2011","t","9097700"
"Crops and livestock products","Ukraine","Area harvested","Barley","2012","ha","3293000"
"Crops and livestock products","Ukraine","Yield","Barley","2012","kg/ha","2106.4"
"Crops and livestock products","Ukraine","Production","Barley","2012","t","6936400"
"Crops and livestock products","Ukraine","Area harvested","Barley","2013","ha","3233100"
"Crops and livestock products","Ukraine","Yield","Barley","2013","kg/ha","2338.8"
"Crops and livestock products","Ukraine","Production","Barley","2013","t","7561640"
"Crops and livestock products","Ukraine","Area harvested","Barley","2014","ha","3003100"
"Crops and livestock products","Ukraine","Yield","Barley","2014","kg/ha","3012.2"
"Crops and livestock products","Ukraine","Production","Barley","2014","t","9046060"
"Crops and livestock products","Ukraine","Area harvested","Barley","2015","ha","2805200"
"Crops and livestock products","Ukraine","Yield","Barley","2015","kg/ha","2954.6"
"Crops and livestock products","Ukraine","Production","Barley","2015","t","8288380"
"Crops and livestock products","Ukraine","Area harvested","Barley","2016","ha","2859200"
"Crops and livestock products","Ukraine","Yield","Barley","2016","kg/ha","3300.1"
"Crops and livestock products","Ukraine","Production","Barley","2016","t","9435710"
"Crops and livestock products","Ukraine","Area harvested","Barley","2017","ha","2501500"
"Crops and livestock products","Ukraine","Yield","Barley","2017","kg/ha","3312"
"Crops and livestock products","Ukraine","Production","Barley","2017","t","8284890"
"Crops and livestock products","Ukraine","Area harvested","Barley","2018","ha","2484300"
"Crops and livestock products","Ukraine","Yield","Barley","2018","kg/ha","2958.2"
"Crops and livestock products","Ukraine","Production","Barley","2018","t","7349140"
"Crops and livestock products","Ukraine","Area harvested","Barley","2019","ha","2609200"
"Crops and livestock products","Ukraine","Yield","Barley","2019","kg/ha","3417.4"
"Crops and livestock products","Ukraine","Production","Barley","2019","t","8916780"
"Crops and livestock products","Ukraine","Area harvested","Barley","2020","ha","2374500"
"Crops and livestock products","Ukraine","Yield","Barley","2020","kg/ha","3216"
"Crops and livestock products","Ukraine","Production","Barley","2020","t","7636340"
"Crops and livestock products","Ukraine","Area harvested","Barley","2021","ha","2472100"
"Crops and livestock products","Ukraine","Yield","Barley","2021","kg/ha","3817.4"
"Crops and livestock products","Ukraine","Production","Barley","2021","t","9437020"
"Crops and livestock products","Ukraine","Area harvested","Barley","2022","ha","1740200"
"Crops and livestock products","Ukraine","Yield","Barley","2022","kg/ha","3222.7"
"Crops and livestock products","Ukraine","Production","Barley","2022","t","5608170"
"Crops and livestock products","Ukraine","Area harvested","Barley","2023","ha","1494300"
"Crops and livestock products","Ukraine","Yield","Barley","2023","kg/ha","3685.5"
"Crops and livestock products","Ukraine","Production","Barley","2023","t","5507190"
"Crops and livestock products","Ukraine","Area harvested","Barley","2024","ha","1398200"
"Crops and livestock products","Ukraine","Yield","Barley","2024","kg/ha","3800.5"
"Crops and livestock products","Ukraine","Production","Barley","2024","t","5313880"
"Crops and livestock products","Ukraine","Area harvested","Wheat","1992","ha","6307720"
"Crops and livestock products","Ukraine","Yield","Wheat","1992","kg/ha","3092.6"
"Crops and livestock products","Ukraine","Production","Wheat","1992","t","19507424"
"Crops and livestock products","Ukraine","Area harvested","Wheat","1993","ha","5748000"
"Crops and livestock products","Ukraine","Yield","Wheat","1993","kg/ha","3798"
"Crops and livestock products","Ukraine","Production","Wheat","1993","t","21831008"
"Crops and livestock products","Ukraine","Area harvested","Wheat","1994","ha","4507000"
"Crops and livestock products","Ukraine","Yield","Wheat","1994","kg/ha","3074.5"
"Crops and livestock products","Ukraine","Production","Wheat","1994","t","13856600"
"Crops and livestock products","Ukraine","Area harvested","Wheat","1995","ha","5479400"
"Crops and livestock products","Ukraine","Yield","Wheat","1995","kg/ha","2969.9"
"Crops and livestock products","Ukraine","Production","Wheat","1995","t","16273300"
"Crops and livestock products","Ukraine","Area harvested","Wheat","1996","ha","5891800"
"Crops and livestock products","Ukraine","Yield","Wheat","1996","kg/ha","2299.3"
"Crops and livestock products","Ukraine","Production","Wheat","1996","t","13547100"
"Crops and livestock products","Ukraine","Area harvested","Wheat","1997","ha","6508400"
"Crops and livestock products","Ukraine","Yield","Wheat","1997","kg/ha","2827.7"
"Crops and livestock products","Ukraine","Production","Wheat","1997","t","18403900"
"Crops and livestock products","Ukraine","Area harvested","Wheat","1998","ha","5641000"
"Crops and livestock products","Ukraine","Yield","Wheat","1998","kg/ha","2647.9"
"Crops and livestock products","Ukraine","Production","Wheat","1998","t","14936600"
"Crops and livestock products","Ukraine","Area harvested","Wheat","1999","ha","5931600"
"Crops and livestock products","Ukraine","Yield","Wheat","1999","kg/ha","2290.3"
"Crops and livestock products","Ukraine","Production","Wheat","1999","t","13585300"
"Crops and livestock products","Ukraine","Area harvested","Wheat","2000","ha","5161600"
"Crops and livestock products","Ukraine","Yield","Wheat","2000","kg/ha","1975.6"
"Crops and livestock products","Ukraine","Production","Wheat","2000","t","10197000"
"Crops and livestock products","Ukraine","Area harvested","Wheat","2001","ha","6882000"
"Crops and livestock products","Ukraine","Yield","Wheat","2001","kg/ha","3102"
"Crops and livestock products","Ukraine","Production","Wheat","2001","t","21348000"
"Crops and livestock products","Ukraine","Area harvested","Wheat","2002","ha","6749600"
"Crops and livestock products","Ukraine","Yield","Wheat","2002","kg/ha","3045.5"
"Crops and livestock products","Ukraine","Production","Wheat","2002","t","20556000"
"Crops and livestock products","Ukraine","Area harvested","Wheat","2003","ha","3890000"
"Crops and livestock products","Ukraine","Yield","Wheat","2003","kg/ha","2938.5"
"Crops and livestock products","Ukraine","Production","Wheat","2003","t","11430883.59"
"Crops and livestock products","Ukraine","Area harvested","Wheat","2004","ha","5533700"
"Crops and livestock products","Ukraine","Yield","Wheat","2004","kg/ha","3166.1"
"Crops and livestock products","Ukraine","Production","Wheat","2004","t","17520200"
"Crops and livestock products","Ukraine","Area harvested","Wheat","2005","ha","6571000"
"Crops and livestock products","Ukraine","Yield","Wheat","2005","kg/ha","2845.7"
"Crops and livestock products","Ukraine","Production","Wheat","2005","t","18699200"
"Crops and livestock products","Ukraine","Area harvested","Wheat","2006","ha","5511000"
"Crops and livestock products","Ukraine","Yield","Wheat","2006","kg/ha","2530.8"
"Crops and livestock products","Ukraine","Production","Wheat","2006","t","13947300"
"Crops and livestock products","Ukraine","Area harvested","Wheat","2007","ha","5951300"
"Crops and livestock products","Ukraine","Yield","Wheat","2007","kg/ha","2342"
"Crops and livestock products","Ukraine","Production","Wheat","2007","t","13937700"
"Crops and livestock products","Ukraine","Area harvested","Wheat","2008","ha","7053600"
"Crops and livestock products","Ukraine","Yield","Wheat","2008","kg/ha","3669.8"
"Crops and livestock products","Ukraine","Production","Wheat","2008","t","25885400"
"Crops and livestock products","Ukraine","Area harvested","Wheat","2009","ha","6752900"
"Crops and livestock products","Ukraine","Yield","Wheat","2009","kg/ha","3093"
"Crops and livestock products","Ukraine","Production","Wheat","2009","t","20886400"
"Crops and livestock products","Ukraine","Area harvested","Wheat","2010","ha","6284100"
"Crops and livestock products","Ukraine","Yield","Wheat","2010","kg/ha","2681.6"
"Crops and livestock products","Ukraine","Production","Wheat","2010","t","16851300"
"Crops and livestock products","Ukraine","Area harvested","Wheat","2011","ha","6657300"
"Crops and livestock products","Ukraine","Yield","Wheat","2011","kg/ha","3353.3"
"Crops and livestock products","Ukraine","Production","Wheat","2011","t","22323600"
"Crops and livestock products","Ukraine","Area harvested","Wheat","2012","ha","5629700"
"Crops and livestock products","Ukraine","Yield","Wheat","2012","kg/ha","2799.9"
"Crops and livestock products","Ukraine","Production","Wheat","2012","t","15762600"
"Crops and livestock products","Ukraine","Area harvested","Wheat","2013","ha","6566100"
"Crops and livestock products","Ukraine","Yield","Wheat","2013","kg/ha","3393.1"
"Crops and livestock products","Ukraine","Production","Wheat","2013","t","22279300"
"Crops and livestock products","Ukraine","Area harvested","Wheat","2014","ha","6010600"
"Crops and livestock products","Ukraine","Yield","Wheat","2014","kg/ha","4011.9"
"Crops and livestock products","Ukraine","Production","Wheat","2014","t","24113970"
"Crops and livestock products","Ukraine","Area harvested","Wheat","2015","ha","6839500"
"Crops and livestock products","Ukraine","Yield","Wheat","2015","kg/ha","3879.2"
"Crops and livestock products","Ukraine","Production","Wheat","2015","t","26532100"
"Crops and livestock products","Ukraine","Area harvested","Wheat","2016","ha","6205800"
"Crops and livestock products","Ukraine","Yield","Wheat","2016","kg/ha","4205.6"
"Crops and livestock products","Ukraine","Production","Wheat","2016","t","26098830"
"Crops and livestock products","Ukraine","Area harvested","Wheat","2017","ha","6377400"
"Crops and livestock products","Ukraine","Yield","Wheat","2017","kg/ha","4109.7"
"Crops and livestock products","Ukraine","Production","Wheat","2017","t","26208980"
"Crops and livestock products","Ukraine","Area harvested","Wheat","2018","ha","6619600"
"Crops and livestock products","Ukraine","Yield","Wheat","2018","kg/ha","3724.2"
"Crops and livestock products","Ukraine","Production","Wheat","2018","t","24652840"
"Crops and livestock products","Ukraine","Area harvested","Wheat","2019","ha","6825300"
"Crops and livestock products","Ukraine","Yield","Wheat","2019","kg/ha","4156.6"
"Crops and livestock products","Ukraine","Production","Wheat","2019","t","28370280"
"Crops and livestock products","Ukraine","Area harvested","Wheat","2020","ha","6564500"
"Crops and livestock products","Ukraine","Yield","Wheat","2020","kg/ha","3795"
"Crops and livestock products","Ukraine","Production","Wheat","2020","t","24912350"
"Crops and livestock products","Ukraine","Area harvested","Wheat","2021","ha","7099400"
"Crops and livestock products","Ukraine","Yield","Wheat","2021","kg/ha","4533.2"
"Crops and livestock products","Ukraine","Production","Wheat","2021","t","32183300"
"Crops and livestock products","Ukraine","Area harvested","Wheat","2022","ha","5281500"
"Crops and livestock products","Ukraine","Yield","Wheat","2022","kg/ha","3924.9"
"Crops and livestock products","Ukraine","Production","Wheat","2022","t","20729240"
"Crops and livestock products","Ukraine","Area harvested","Wheat","2023","ha","4658400"
"Crops and livestock products","Ukraine","Yield","Wheat","2023","kg/ha","4642.2"
"Crops and livestock products","Ukraine","Production","Wheat","2023","t","21625170"
"Crops and livestock products","Ukraine","Area harvested","Wheat","2024","ha","4883800"
"Crops and livestock products","Ukraine","Yield","Wheat","2024","kg/ha","4595"
"Crops and livestock products","Ukraine","Production","Wheat","2024","t","22441110"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Area harvested","Barley","1961","ha","1549115"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Yield","Barley","1961","kg/ha","3262.4"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Production","Barley","1961","t","5053833"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Area harvested","Barley","1962","ha","1613459"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Yield","Barley","1962","kg/ha","3635.5"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Production","Barley","1962","t","5865657"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Area harvested","Barley","1963","ha","1907257"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Yield","Barley","1963","kg/ha","3515.5"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Production","Barley","1963","t","6704914"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Area harvested","Barley","1964","ha","2036350"
"Crops and livestock products","United Kingdom of Great Britain and Northern Ireland","Yield","Barley","1964","kg/ha","3694.3"
